id,ACTION
1,0.7870913706085708
2,0.998344370049012
3,0.9994913054835276
4,0.9961625227036341
5,0.9998206241957752
6,0.9995280801898309
7,0.9195491132988477
8,0.9999866717828195
9,0.9997837541942245
10,0.9971896456131983
11,0.9981980271291304
12,0.9921253863649223
13,0.9940514265571657
14,0.34275912683474774
15,0.9883262295727316
16,0.998806205692223
17,0.47692779928530477
18,0.8194880337429414
19,0.9990776876217854
20,0.9993926157999968
21,0.99976940948764
22,0.9851901964128396
23,0.9965376555354967
24,0.9917854759568256
25,0.9999528863075928
26,0.9733256268767969
27,0.9995509749664437
28,0.9984813045011991
29,0.998667304396488
30,0.9839877269009393
31,0.9996782465407698
32,0.9969971866083842
33,0.9999651821871881
34,0.9992748020616955
35,0.9998384261883916
36,0.9998264029999091
37,0.9971847003244365
38,0.9997826024903717
39,0.998719423688232
40,0.9884915784487852
41,0.5192710324052482
42,0.9975449911966393
43,0.9978211829086537
44,0.9990309390016887
45,0.9976191855542077
46,0.996237889332919
47,0.9998526489161091
48,0.9987950745440016
49,0.9998763198215229
50,0.99888572801608555
51,0.9365537955135481
52,0.9997633077935194
53,0.9974382693622966
54,0.9997020007327778
55,0.9994052189259348
56,0.9903238410780996
57,0.9981520231403349
58,0.9998573118961522
59,0.9997221142884685
60,0.9979327356218344
61,0.9989408374915921
62,0.9999545021355203
63,0.9989992586566174
64,0.9998113425693298
65,0.9997090370461927
66,0.9939500968742642
67,0.9889841618917047
68,0.9998792112992994
69,0.9993532607062182
70,0.4596938765069115
71,0.998202562433091
72,0.9978381225143449
73,0.999454108668743
74,0.9999157595229822
75,0.9971412432681509
76,0.999227632884119
77,0.9997841007735152
78,0.9956114911765411
79,0.6108266038246423
80,0.9998437320345477
81,0.9996742662493234
82,0.9997114210778397
83,0.9985287580503768
84,0.9977242548498663
85,0.9904271513946502
86,0.999095848800887
87,0.9881823315707526
88,0.999653131520578
89,0.9988572779458853
90,0.9603928284161581
91,0.9967165506590239
92,0.5676755253762209
93,0.9987658437007209
94,0.9986388943910776
95,0.9993654927855982
96,0.9994039752574944
97,0.368036638281129
98,0.9995551362368977
99,0.9993926900068489
100,0.9992289306848033
101,0.9947928973815316
102,0.8865352516903892
103,0.9995118265233756
104,0.998542539037684
105,0.7394457483172807
106,0.9992749399347017
107,0.9997853902764479
108,0.9995146674502491
109,0.9996093096338302
110,0.998158454340811
111,0.8934397356168159
112,0.9977642921422881
113,0.9905259841650614
114,0.9986444614179142
115,0.999718472402334
116,0.9974685165001302
117,0.9299499679831774
118,0.9991629567845035
119,0.9994925565974876
120,0.9982442391870547
121,0.992942135945039
122,0.9988105721150571
123,0.9799268037724003
124,0.9991244897981691
125,0.998680287052906
126,0.5632939759531911
127,0.9779743553023311
128,0.97326968453411
129,0.9974921239991653
130,0.9994561700972281
131,0.9995850454199117
132,0.9997564701213394
133,0.9994956378750882
134,0.7742637078787866
135,0.9992882822529887
136,0.999640221393366
137,0.9996867727338751
138,0.9910479490623271
139,0.9978269267612636
140,0.9999386510517722
141,0.9955587449156613
142,0.9998165242418151
143,0.9997073104703316
144,0.9977042582620496
145,0.999781767580366
146,0.9828158810043294
147,0.6143034767557786
148,0.7164433853842505
149,0.9998707796662603
150,0.9976598734181841
151,0.9993678485220107
152,0.8762561085827212
153,0.9997071704024924
154,0.994517028289617
155,0.9990078559946607
156,0.9963737862947432
157,0.9964926384079613
158,0.9997388677877695
159,0.9950039985477245
160,0.9957596146113039
161,0.9922170438142709
162,0.9995663579508005
163,0.999420302653088
164,0.9996369574036279
165,0.999565189401284
166,0.9999805894784227
167,0.9634645060632068
168,0.9997036593796564
169,0.9989030362167426
170,0.9993625512479708
171,0.9980414155077987
172,0.9968968748028265
173,0.9900122203404486
174,0.9990444973486502
175,0.9963116289402183
176,0.9998483419969135
177,0.9826085171391421
178,0.9984668915557225
179,0.9997845442248141
180,0.9747877190300686
181,0.7909083771122232
182,0.9991476681561109
183,0.6763962764362731
184,0.9992426282879918
185,0.9971150366992866
186,0.7443813497573913
187,0.9998286568443858
188,0.9924166826000508
189,0.4929333517325192
190,0.9995647801978198
191,0.999936159721204
192,0.9881091220408184
193,0.9999476473708848
194,0.9996653959610637
195,0.9969323727341681
196,0.9998801178260001
197,0.9983227115870568
198,0.9977946338013071
199,0.9988864669263866
200,0.7251138868214883
201,0.9997868569692197
202,0.9989367250020795
203,0.9912008960450744
204,0.9937223152242601
205,0.9996379720375603
206,0.9981016462104636
207,0.9998056029622258
208,0.9997049580535216
209,0.7347754074594813
210,0.9830283828894848
211,0.975330809323606
212,0.9854580100998137
213,0.9996035143211804
214,0.9990692632835054
215,0.9996407563753213
216,0.9897157032143339
217,0.922617941120154
218,0.9978060334005173
219,0.9970889512539025
220,0.9659857604968373
221,0.1712665165021759
222,0.9998576172446305
223,0.999838578112496
224,0.999701264490162
225,0.9614363086102954
226,0.7996922896480804
227,0.9924050876714596
228,0.9999905819334289
229,0.999770295547156
230,0.9984382858510508
231,0.999599118494532
232,0.9990710829617664
233,0.9946189312666097
234,0.22940619533217943
235,0.9960476337197223
236,0.9947365363899359
237,0.9700224166689425
238,0.953881595989649
239,0.963944191046719
240,0.9994764615256698
241,0.9977844348825691
242,0.7457828737271219
243,0.6369856198163119
244,0.9975563082926278
245,0.9998780835262857
246,0.9999665929495944
247,0.9967397324543706
248,0.9968743875837778
249,0.99503912037039
250,0.9996091594436771
251,0.9997715918512959
252,0.8889851784343762
253,0.9987816992001349
254,0.9994480335621996
255,0.9999362343558573
256,0.9986539476113198
257,0.9995562658459055
258,0.9868354560476814
259,0.8846208352712037
260,0.9997569205546158
261,0.9915922176052969
262,0.9957743705052196
263,0.9997133954385727
264,0.9990396401545917
265,0.9995951375918356
266,0.9997466749035728
267,0.833184026217498
268,0.9993282330484081
269,0.9797708371213056
270,0.9997704205564285
271,0.9986137325018448
272,0.9981526523322386
273,0.9993763969431063
274,0.8972803139989002
275,0.9996153950053409
276,0.9635536922203415
277,0.9866176983580545
278,0.999421875251522
279,0.9768582275269124
280,0.6319705709157596
281,0.9999585554320837
282,0.9999329352882914
283,0.37504189692897644
284,0.9956401958532632
285,0.999422319754398
286,0.9980201199518661
287,0.9996197165076958
288,0.9988028273391942
289,0.9999647905498946
290,0.9994200553835634
291,0.29705818880361223
292,0.9537413181651186
293,0.999579304293084
294,0.9942111144747424
295,0.9979775139944933
296,0.5756088276507622
297,0.3962534354567232
298,0.9822462651784842
299,0.4832889628698186
300,0.9978422634942383
301,0.7437411277323883
302,0.9995753478705248
303,0.8445822551999961
304,0.9892425524846565
305,0.9853631299887926
306,0.9997044484399209
307,0.9908877838860515
308,0.9999226643784104
309,0.9795034339257623
310,0.9988157734459474
311,0.9996275841232738
312,0.9977468537797544
313,0.999679557656419
314,0.9994832316893925
315,0.9999752532673738
316,0.9992722025340879
317,0.912080868870663
318,0.9990237448151809
319,0.16212218358556302
320,0.9982341760517223
321,0.999512323563993
322,0.5158875029184291
323,0.999753491096471
324,0.9979358100126012
325,0.9765635010835841
326,0.8740258633240481
327,0.9991089660763474
328,0.9996750523903247
329,0.9987428278626624
330,0.999692275572275
331,0.9997411444139366
332,0.9977302026215666
333,0.99480428953239175
334,0.9772412500722836
335,0.9995562867767429
336,0.9960157398106669
337,0.9999521249949384
338,0.9990922978161134
339,0.9995373101925057
340,0.9986246109642722
341,0.9997469034730774
342,0.9963110650522458
343,0.9970908302209207
344,0.9997506334335728
345,0.999436685672506
346,0.9992113086872085
347,0.999266100630598
348,0.9693445235973005
349,0.9998691570732756
350,0.9604132324882794
351,0.9909793311947612
352,0.9999836061253381
353,0.9989927082114223
354,0.8302647268633174
355,0.991761743677311
356,0.9991714134905204
357,0.9993639904281392
358,0.999754393335588
359,0.9991280217685259
360,0.03365186254473837
361,0.9372136495902893
362,0.9690343383280144
363,0.9674995034269877
364,0.9979404551136465
365,0.9997408414342044
366,0.999862924099708
367,0.9982144690697929
368,0.9998892830216144
369,0.9983427543638039
370,0.9999970305157782
371,0.9976193116881508
372,0.9995432752006311
373,0.7104777683475458
374,0.4719221146296146
375,0.9951234739328775
376,0.9984077411443645
377,0.997394908350413
378,0.9992954724115426
379,0.9999205304165771
380,0.961030491073874
381,0.9796817330824713
382,0.9988343072253767
383,0.9999078749119485
384,0.9916698233282257
385,0.9882381956349195
386,0.9950265881802346
387,0.884601424701977
388,0.9702633091307559
389,0.9997612928616433
390,0.9996857430222318
391,0.7896461385498645
392,0.9982009411840869
393,0.9996291317920619
394,0.9971162967556316
395,0.9993200622332787
396,0.9981889038485837
397,0.9999442734233488
398,0.9947215326343806
399,0.9993749856719301
400,0.9816466275397987
401,0.997995490697856
402,0.9984763772898735
403,0.9971207040639328
404,0.972880322020185
405,0.9995211254967474
406,0.9982289810559631
407,0.9815958623280906
408,0.9992119746614214
409,0.9981275993739145
410,0.9998490403973392
411,0.9990470492245205
412,0.9736742185650663
413,0.982299166401428
414,0.999613677741603
415,0.9992991208868408
416,0.9873394823571936
417,0.9976006884143289
418,0.9987600191112879
419,0.997251622468831
420,0.9997542305929289
421,0.9997250851954179
422,0.9791930154076186
423,0.9885256901652697
424,0.9773187460153542
425,0.99863799012827
426,0.9703629610990112
427,0.9999004064485074
428,0.9998151728474514
429,0.9887541350053657
430,0.9998591925598843
431,0.9965280959519927
432,0.9997963116433181
433,0.9961231550134229
434,0.9988489303260428
435,0.9420603941407479
436,0.9999054490115835
437,0.9973950622408064
438,0.3695269400469074
439,0.9993014787937675
440,0.5545452361117303
441,0.9977711217679192
442,0.9999139166085389
443,0.9979522496433764
444,0.9996067795468133
445,0.9636322332347559
446,0.9998830266858094
447,0.9967404002963485
448,0.9997590984668098
449,0.9985791262656113
450,0.9798661926032568
451,0.9954252475833694
452,0.9994454385332472
