id,ACTION
1,0.6210385631817429
2,0.9979740944755289
3,0.9980723180225087
4,0.9696409919824865
5,0.9985338338658802
6,0.9906775634924456
7,0.9799581596614493
8,0.9973152963304722
9,0.788878767887648
10,0.9806842682577201
11,0.969598704860346
12,0.9622559935446697
13,0.9694866956205354
14,0.9163870287528502
15,0.9429369686515844
16,0.988551627163109
17,0.9385965505598913
18,0.9007560534914394
19,0.9924336435386049
20,0.9904743006342092
21,0.9920740143812071
22,0.9956596098248603
23,0.919512379338525
24,0.974027742870582
25,0.9878027408352839
26,0.9674371142295254
27,0.9791645628808087
28,0.7503720383791787
29,0.9844995546200768
30,0.9725852843760087
31,0.9883709389153366
32,0.9678179787090335
33,0.9597346837744013
34,0.9767383469158263
35,0.986139758214105
36,0.9961882687232402
37,0.9419756543798679
38,0.9950921157655929
39,0.9395696863564805
40,0.9042606082257993
41,0.954973257176686
42,0.9914643114187444
43,0.9752889244973161
44,0.9918918820179445
45,0.9772791556397267
46,0.9840638413261786
47,0.997507941743583
48,0.9755501726809042
49,0.9970817616255072
50,0.9915444874210076
51,0.9665287584424492
52,0.9898828789327058
53,0.9865588636538489
54,0.9974161118308885
55,0.895100823910486
56,0.896455261283752
57,0.9784991622385449
58,0.998458437228657
59,0.9860604903138049
60,0.9916303454562736
61,0.9981255432912292
62,0.8132338881306602
63,0.9793708491898586
64,0.9910424149962117
65,0.994679977699053
66,0.9933176088988743
67,0.9429815997707492
68,0.9902684735794959
69,0.9111911132026681
70,0.778902447267623
71,0.8938576194784262
72,0.9963841250277898
73,0.9889503317372673
74,0.9945094108969357
75,0.9927264378804893
76,0.9912633930930458
77,0.9826638068306803
78,0.839633121038386
79,0.5741118259141301
80,0.9879537786816768
81,0.9932142765580698
82,0.9868645687884909
83,0.9888684246360959
84,0.9955462504073826
85,0.9668703957477225
86,0.9162871691434645
87,0.9717599869358783
88,0.9932191878919504
89,0.9941737963782685
90,0.8901495641812003
91,0.9698805575690633
92,0.8681904975377562
93,0.9961687968726307
94,0.8643945142613934
95,0.996263207762667
96,0.9583076607065607
97,0.679651887576216
98,0.9810698740462136
99,0.9928492631393415
100,0.9943377043464191
101,0.9651518356874649
102,0.7217162976006983
103,0.9646076803391733
104,0.9616334156241952
105,0.6023481925621091
106,0.9857954267660879
107,0.9983450572356385
108,0.8968317452280843
109,0.9900321268946772
110,0.988505456878351
111,0.8098549779289563
112,0.9768545075751772
113,0.9759628321781476
114,0.9924018733387246
115,0.9289712897813449
116,0.9842866022582294
117,0.992079170521891
118,0.9941597834771446
119,0.9988737191490419
120,0.9891811858144063
121,0.9544843666655473
122,0.9758636792598512
123,0.9400903949955722
124,0.9268183715931533
125,0.9969460571056268
126,0.8631046652651657
127,0.850107402289387
128,0.9449543473112954
129,0.8887809631828615
130,0.9671203977346907
131,0.992048772328431
132,0.9818918540318528
133,0.9705242820675866
134,0.9107613734823755
135,0.9926417957711305
136,0.8509953821457323
137,0.9929288025573985
138,0.9838657028703718
139,0.8684314481633493
140,0.9973411235305423
141,0.9700032497387012
142,0.887410442155621
143,0.9941762612390694
144,0.9932218600011845
145,0.9978230817527068
146,0.824547870314869
147,0.9101827038125389
148,0.9380652220706611
149,0.997319684865398
150,0.9922665584988348
151,0.9809549398296754
152,0.9411598921889333
153,0.985023626977237
154,0.874543137725193
155,0.9775021970314061
156,0.9497897782652998
157,0.9535992131286553
158,0.9576838425792902
159,0.953039878173327
160,0.947772215626214
161,0.7496461438735819
162,0.963210734104411
163,0.9901865651057415
164,0.968756370430042
165,0.9954902374799222
166,0.9992166184922475
167,0.9458143783876028
168,0.980424198166558
169,0.9680813300738421
170,0.9941150077514683
171,0.9781980812678094
172,0.9535931020756793
173,0.9839484928009451
174,0.9842873357884263
175,0.9843875447075402
176,0.9925151604768327
177,0.8980418840156291
178,0.996735769742105
179,0.9895396790274246
180,0.9101827038125389
181,0.4155512697122614
182,0.9671203977346907
183,0.9772282254955027
184,0.7281454581454557
185,0.9699265481595932
186,0.7691510733430017
187,0.9910105782509139
188,0.9789798140399737
189,0.627340333205625
190,0.9788037202619071
191,0.9996767524076758
192,0.9691382637428466
193,0.9988363400113628
194,0.9930629781417315
195,0.986501947387408
196,0.9982868784340918
197,0.9921910788675193
